value,quality,type,time(msec)
2600,0,5,574670
31,0,2,574670
0,35,0,574920
21,35,1,574920
0,35,0,575170
21,35,1,575170
51,129,3,575267
100,129,4,575267
0,35,0,575420
21,35,1,575420
0,35,0,575670
21,35,1,575670
0,42,0,575920
21,42,1,575920
0,42,0,576170
21,42,1,576170
51,129,3,576213
100,129,4,576213
0,42,0,576420
21,42,1,576420
0,42,0,576670
21,42,1,576670
2600,0,5,576670
31,0,2,576670
0,42,0,576920
21,42,1,576920
0,30,0,577170
21,30,1,577170
0,30,0,577420
21,30,1,577420
50,129,3,577452
100,129,4,577452
0,30,0,577670
21,30,1,577670
0,30,0,577920
21,30,1,577920
0,30,0,578170
21,30,1,578170
50,129,3,578259
100,129,4,578259
0,37,0,578420
21,37,1,578420
0,37,0,578670
21,37,1,578670
2599,0,5,578670
31,0,2,578670
0,37,0,578920
21,37,1,578920
0,37,0,579170
21,37,1,579170
50,129,3,579215
100,129,4,579215
0,37,0,579420
21,37,1,579420
0,37,0,579670
21,37,1,579670
0,37,0,579920
21,37,1,579920
0,37,0,580170
21,37,1,580170
50,1,3,580367
100,1,4,580367
0,37,0,580420
21,37,1,580420
0,40,0,580670
21,40,1,580670
2599,0,5,580670
31,0,2,580670
0,40,0,580920
21,40,1,580920
0,40,0,581170
21,40,1,581170
50,129,3,581260
100,129,4,581260
0,40,0,581420
21,40,1,581420
0,40,0,581670
21,40,1,581670
0,37,0,581920
21,37,1,581920
0,37,0,582170
21,37,1,582170
50,129,3,582205
100,129,4,582205
0,37,0,582420
21,37,1,582420
0,37,0,582670
21,37,1,582670
2599,0,5,582670
31,0,2,582670
0,37,0,582920
21,37,1,582920
0,44,0,583170
21,44,1,583170
0,44,0,583420
21,44,1,583420
50,129,3,583467
99,129,4,583467
0,44,0,583670
21,44,1,583670
0,44,0,583920
21,44,1,583920
0,44,0,584170
21,44,1,584170
50,129,3,584290
99,129,4,584290
0,31,0,584420
21,31,1,584420
0,31,0,584670
21,31,1,584670
2599,0,5,584670
31,0,2,584670
0,31,0,584920
21,31,1,584920
0,31,0,585170
21,31,1,585170
51,129,3,585216
99,129,4,585216
0,31,0,585420
21,31,1,585420
0,36,0,585670
21,36,1,585670
0,36,0,585920
21,36,1,585920
0,36,0,586170
21,36,1,586170
0,36,0,586420
21,36,1,586420
51,129,3,586463
99,129,4,586463
0,28,0,586670
21,28,1,586670
2599,0,5,586670
31,0,2,586670
0,28,0,586920
21,28,1,586920
0,28,0,587170
21,28,1,587170
51,129,3,587318
99,129,4,587318
0,28,0,587420
21,28,1,587420
0,28,0,587670
21,28,1,587670
0,39,0,587920
21,39,1,587920
0,39,0,588170
21,39,1,588170
50,1,3,588218
99,1,4,588218
0,39,0,588420
21,39,1,588420
0,39,0,588670
21,39,1,588670
2599,0,5,588670
31,0,2,588670
0,39,0,588920
21,39,1,588920
0,22,0,589170
21,22,1,589170
0,22,0,589420
21,22,1,589420
50,129,3,589469
99,129,4,589469
0,22,0,589670
21,22,1,589670
0,22,0,589920
21,22,1,589920
0,22,0,590170
21,22,1,590170
50,129,3,590281
99,129,4,590281
0,41,0,590420
21,41,1,590420
0,41,0,590670
21,41,1,590670
2599,0,5,590670
31,0,2,590670
0,41,0,590920
21,41,1,590920
0,41,0,591170
21,41,1,591170
50,129,3,591228
99,129,4,591228
0,41,0,591420
21,41,1,591420
0,40,0,591670
21,40,1,591670
0,40,0,591920
21,40,1,591920
0,40,0,592170
21,40,1,592170
0,40,0,592420
21,40,1,592420
51,129,3,592425
99,129,4,592425
0,29,0,592670
21,29,1,592670
2599,0,5,592670
31,0,2,592670
0,29,0,592920
21,29,1,592920
0,29,0,593170
21,29,1,593170
51,129,3,593290
99,129,4,593290
0,29,0,593420
21,29,1,593420
0,29,0,593670
21,29,1,593670
0,21,0,593920
21,21,1,593920
0,21,0,594170
21,21,1,594170
51,129,3,594218
100,129,4,594218
0,21,0,594420
21,21,1,594420
0,21,0,594670
21,21,1,594670
2599,0,5,594670
31,0,2,594670
0,21,0,594920
21,21,1,594920
0,42,0,595170
21,42,1,595170
0,42,0,595420
21,42,1,595420
52,5,3,595461
100,5,4,595461
0,42,0,595670
21,42,1,595670
0,42,0,595920
21,42,1,595920
0,42,0,596170
21,42,1,596170
52,1,3,596302
100,1,4,596302
0,35,0,596420
21,35,1,596420
0,35,0,596670
21,35,1,596670
2599,0,5,596670
31,0,2,596670
0,35,0,596920
21,35,1,596920
0,35,0,597170
21,35,1,597170
52,1,3,597220
100,1,4,597220
0,35,0,597420
21,35,1,597420
0,32,0,597670
21,32,1,597670
0,32,0,597920
21,32,1,597920
0,32,0,598170
21,32,1,598170
52,1,3,598210
100,1,4,598210
0,32,0,598420
21,32,1,598420
0,31,0,598670
21,31,1,598670
2599,0,5,598670
31,0,2,598670
0,31,0,598920
21,31,1,598920
0,31,0,599170
21,31,1,599170
52,129,3,599302
100,129,4,599302
0,31,0,599420
21,31,1,599420
0,31,0,599670
21,31,1,599670
0,41,0,599920
21,41,1,599920
0,41,0,600170
21,41,1,600170
52,1,3,600207
100,1,4,600207
0,41,0,600420
21,41,1,600420
0,41,0,600670
21,41,1,600670
2599,0,5,600670
31,0,2,600670
0,41,0,600920
21,41,1,600920
0,32,0,601170
21,32,1,601170
0,32,0,601420
21,32,1,601420
52,1,3,601470
100,1,4,601470
0,32,0,601670
21,32,1,601670
0,32,0,601920
21,32,1,601920
0,32,0,602170
21,32,1,602170
52,1,3,602309
100,1,4,602309
0,34,0,602420
21,34,1,602420
0,34,0,602670
21,34,1,602670
2599,0,5,602670
31,0,2,602670
0,34,0,602920
21,34,1,602920
0,34,0,603170
21,34,1,603170
52,1,3,603220
100,1,4,603220
0,34,0,603420
21,34,1,603420
0,30,0,603670
21,30,1,603670
0,30,0,603920
21,30,1,603920
0,30,0,604170
21,30,1,604170
0,30,0,604420
21,30,1,604420
52,1,3,604462
100,1,4,604462
0,30,0,604670
21,30,1,604670
2599,0,5,604670
31,0,2,604670
0,25,0,604920
21,25,1,604920
0,25,0,605170
21,25,1,605170
52,1,3,605310
100,1,4,605310
0,25,0,605420
21,25,1,605420
0,25,0,605670
21,25,1,605670
0,28,0,605920
21,28,1,605920
0,28,0,606170
21,28,1,606170
52,129,3,606216
100,129,4,606216
0,28,0,606420
21,28,1,606420
0,28,0,606670
21,28,1,606670
2599,0,5,606670
31,0,2,606670
0,28,0,606920
21,28,1,606920
0,31,0,607170
21,31,1,607170
52,129,3,607217
100,129,4,607217
0,31,0,607420
21,31,1,607420
0,31,0,607670
21,31,1,607670
0,31,0,607920
21,31,1,607920
0,31,0,608170
21,31,1,608170
52,129,3,608335
100,129,4,608335
0,29,0,608420
21,29,1,608420
0,29,0,608670
21,29,1,608670
2599,0,5,608670
31,0,2,608670
0,29,0,608920
21,29,1,608920
0,29,0,609170
21,29,1,609170
52,5,3,609253
100,5,4,609253
0,29,0,609420
21,29,1,609420
0,30,0,609670
21,30,1,609670
0,30,0,609920
21,30,1,609920
0,30,0,610170
21,30,1,610170
52,129,3,610215
99,129,4,610215
0,30,0,610420
21,30,1,610420
0,30,0,610670
21,30,1,610670
2599,0,5,610670
31,0,2,610670
0,45,0,610920
21,45,1,610920
0,45,0,611170
21,45,1,611170
52,1,3,611354
99,1,4,611354
0,45,0,611420
21,45,1,611420
0,45,0,611670
21,45,1,611670
0,38,0,611920
21,38,1,611920
0,38,0,612170
21,38,1,612170
52,1,3,612255
99,1,4,612255
0,38,0,612420
21,38,1,612420
0,38,0,612670
21,38,1,612670
2599,0,5,612670
31,0,2,612670
0,38,0,612920
21,38,1,612920
0,23,0,613170
21,23,1,613170
52,1,3,613207
99,1,4,613207
0,23,0,613420
21,23,1,613420
0,23,0,613670
21,23,1,613670
0,23,0,613920
21,23,1,613920
0,23,0,614170
21,23,1,614170
52,129,3,614367
99,129,4,614367
0,42,0,614420
21,42,1,614420
0,42,0,614670
21,42,1,614670
2599,0,5,614670
31,0,2,614670
0,42,0,614920
21,42,1,614920
0,42,0,615170
21,42,1,615170
52,129,3,615253
99,129,4,615253
0,42,0,615420
21,42,1,615420
0,35,0,615670
21,35,1,615670
0,35,0,615920
21,35,1,615920
0,35,0,616170
21,35,1,616170
52,129,3,616220
99,129,4,616220
0,35,0,616420
21,35,1,616420
0,35,0,616670
21,35,1,616670
2598,0,5,616670
31,0,2,616670
0,43,0,616920
21,43,1,616920
0,43,0,617170
21,43,1,617170
0,43,0,617420
21,43,1,617420
52,129,3,617462
99,129,4,617462
0,43,0,617670
21,43,1,617670
0,27,0,617920
21,27,1,617920
0,27,0,618170
21,27,1,618170
52,129,3,618272
99,129,4,618272
0,27,0,618420
21,27,1,618420
0,27,0,618670
21,27,1,618670
2598,0,5,618670
31,0,2,618670
0,27,0,618920
21,27,1,618920
0,32,0,619170
21,32,1,619170
52,129,3,619219
99,129,4,619219
0,32,0,619420
21,32,1,619420
0,32,0,619670
21,32,1,619670
0,32,0,619920
21,32,1,619920
0,32,0,620170
21,32,1,620170
0,34,0,620420
21,34,1,620420
52,1,3,620448
99,1,4,620448
0,34,0,620670
21,34,1,620670
2599,0,5,620670
31,0,2,620670
0,34,0,620920
21,34,1,620920
0,34,0,621170
21,34,1,621170
52,129,3,621285
99,129,4,621285
0,34,0,621420
21,34,1,621420
0,32,0,621670
21,32,1,621670
0,32,0,621920
21,32,1,621920
0,32,0,622170
21,32,1,622170
52,129,3,622221
99,129,4,622221
0,32,0,622420
21,32,1,622420
0,32,0,622670
21,32,1,622670
2599,0,5,622670
31,0,2,622670
0,35,0,622920
21,35,1,622920
0,35,0,623170
21,35,1,623170
0,35,0,623420
21,35,1,623420
52,129,3,623468
99,129,4,623468
0,35,0,623670
21,35,1,623670
0,35,0,623920
21,35,1,623920
0,26,0,624170
21,26,1,624170
53,129,3,624280
98,129,4,624280
0,26,0,624420
21,26,1,624420
0,26,0,624670
21,26,1,624670
2599,0,5,624670
31,0,2,624670
0,26,0,624920
21,26,1,624920
0,24,0,625170
21,24,1,625170
53,129,3,625214
99,129,4,625214
0,24,0,625420
21,24,1,625420
0,24,0,625670
21,24,1,625670
0,24,0,625920
21,24,1,625920
0,24,0,626170
21,24,1,626170
0,25,0,626420
21,25,1,626420
53,129,3,626490
99,129,4,626490
0,25,0,626670
21,25,1,626670
2599,0,5,626670
31,0,2,626670
0,25,0,626920
21,25,1,626920
0,25,0,627170
21,25,1,627170
53,129,3,627226
99,129,4,627226
0,25,0,627420
21,25,1,627420
0,36,0,627670
21,36,1,627670
0,36,0,627920
21,36,1,627920
0,36,0,628170
21,36,1,628170
53,1,3,628209
99,1,4,628209
0,36,0,628420
21,36,1,628420
0,36,0,628670
21,36,1,628670
2598,0,5,628670
31,0,2,628670
0,32,0,628920
21,32,1,628920
0,32,0,629170
21,32,1,629170
0,32,0,629420
21,32,1,629420
53,1,3,629478
99,1,4,629478
0,32,0,629670
21,32,1,629670
0,32,0,629920
21,32,1,629920
0,30,0,630170
21,30,1,630170
53,5,3,630299
99,5,4,630299
0,30,0,630420
21,30,1,630420
0,30,0,630670
21,30,1,630670
2599,0,5,630670
31,0,2,630670
0,30,0,630920
21,30,1,630920
0,29,0,631170
21,29,1,631170
53,129,3,631219
99,129,4,631219
0,29,0,631420
21,29,1,631420
0,29,0,631670
21,29,1,631670
0,29,0,631920
21,29,1,631920
0,29,0,632170
21,29,1,632170
0,34,0,632420
21,34,1,632420
53,1,3,632466
99,1,4,632466
0,34,0,632670
21,34,1,632670
2598,0,5,632670
31,0,2,632670
0,34,0,632920
21,34,1,632920
0,34,0,633170
21,34,1,633170
53,1,3,633336
99,1,4,633336
0,34,0,633420
21,34,1,633420
0,39,0,633670
21,39,1,633670
0,39,0,633920
21,39,1,633920
0,39,0,634170
21,39,1,634170
53,5,3,634220
99,5,4,634220
0,39,0,634420
21,39,1,634420
0,39,0,634670
21,39,1,634670
2598,0,5,634670
31,0,2,634670
0,45,0,634920
21,45,1,634920
0,45,0,635170
21,45,1,635170
0,45,0,635420
21,45,1,635420
53,5,3,635469
99,5,4,635469
0,45,0,635670
21,45,1,635670
0,45,0,635920
21,45,1,635920
0,44,0,636170
21,44,1,636170
53,1,3,636310
99,1,4,636310
0,44,0,636420
21,44,1,636420
0,44,0,636670
21,44,1,636670
2598,0,5,636670
31,0,2,636670
0,44,0,636920
21,44,1,636920
0,32,0,637170
21,32,1,637170
53,33,3,637220
99,33,4,637220
0,32,0,637420
21,32,1,637420
0,32,0,637670
21,32,1,637670
0,32,0,637920
21,32,1,637920
0,32,0,638170
21,32,1,638170
0,27,0,638420
21,27,1,638420
53,33,3,638470
99,33,4,638470
0,27,0,638670
21,27,1,638670
2598,0,5,638670
31,0,2,638670
0,27,0,638920
21,27,1,638920
0,27,0,639170
21,27,1,639170
53,33,3,639326
99,33,4,639326
0,27,0,639420
21,27,1,639420
0,26,0,639670
21,26,1,639670
0,26,0,639920
21,26,1,639920
0,26,0,640170
21,26,1,640170
53,33,3,640221
99,33,4,640221
0,26,0,640420
21,26,1,640420
0,26,0,640670
21,26,1,640670
2598,0,5,640670
31,0,2,640670
0,37,0,640920
21,37,1,640920
0,37,0,641170
21,37,1,641170
53,33,3,641229
99,33,4,641229
0,37,0,641420
21,37,1,641420
0,37,0,641670
21,37,1,641670
0,37,0,641920
21,37,1,641920
0,19,0,642170
21,19,1,642170
53,33,3,642309
99,33,4,642309
0,19,0,642420
21,19,1,642420
0,19,0,642670
21,19,1,642670
2598,0,5,642670
31,0,2,642670
0,19,0,642920
21,19,1,642920
0,19,0,643170
21,19,1,643170
53,33,3,643250
99,33,4,643250
0,31,0,643420
21,31,1,643420
0,31,0,643670
21,31,1,643670
0,31,0,643920
21,31,1,643920
0,31,0,644170
21,31,1,644170
53,33,3,644218
99,33,4,644218
0,31,0,644420
21,31,1,644420
0,31,0,644670
21,31,1,644670
2598,0,5,644670
31,0,2,644670
0,31,0,644920
21,31,1,644920
0,31,0,645170
21,31,1,645170
0,31,0,645420
21,31,1,645420
53,33,3,645472
99,33,4,645472
0,21,0,645670
21,21,1,645670
0,21,0,645920
21,21,1,645920
0,21,0,646170
21,21,1,646170
53,33,3,646270
99,33,4,646270
0,21,0,646420
21,21,1,646420
0,21,0,646670
21,21,1,646670
2598,0,5,646670
31,0,2,646670
0,25,0,646920
21,25,1,646920
0,25,0,647170
21,25,1,647170
53,33,3,647217
99,33,4,647217
0,25,0,647420
21,25,1,647420
0,25,0,647670
21,25,1,647670
0,25,0,647920
21,25,1,647920
0,28,0,648170
21,28,1,648170
0,28,0,648420
21,28,1,648420
53,37,3,648464
99,37,4,648464
0,28,0,648670
21,28,1,648670
2598,0,5,648670
31,0,2,648670
0,28,0,648920
21,28,1,648920
0,28,0,649170
21,28,1,649170
53,33,3,649265
99,33,4,649265
0,47,0,649420
21,47,1,649420
0,47,0,649670
21,47,1,649670
0,47,0,649920
21,47,1,649920
0,47,0,650170
21,47,1,650170
53,33,3,650259
99,33,4,650259
0,35,0,650420
21,35,1,650420
0,35,0,650670
21,35,1,650670
2598,0,5,650670
31,0,2,650670
0,35,0,650920
21,35,1,650920
0,35,0,651170
21,35,1,651170
0,35,0,651420
21,35,1,651420
53,33,3,651462
99,33,4,651462
0,34,0,651670
21,34,1,651670
0,34,0,651920
21,34,1,651920
0,34,0,652170
21,34,1,652170
53,1,3,652236
100,1,4,652236
0,34,0,652420
21,34,1,652420
0,34,0,652670
21,34,1,652670
2598,0,5,652670
31,0,2,652670
0,40,0,652920
21,40,1,652920
0,40,0,653170
21,40,1,653170
53,5,3,653202
100,5,4,653202
0,40,0,653420
21,40,1,653420
0,40,0,653670
21,40,1,653670
0,40,0,653920
21,40,1,653920
0,32,0,654170
21,32,1,654170
0,32,0,654420
21,32,1,654420
53,5,3,654478
100,5,4,654478
0,32,0,654670
21,32,1,654670
2598,0,5,654670
31,0,2,654670
0,32,0,654920
21,32,1,654920
0,32,0,655170
21,32,1,655170
53,129,3,655225
100,129,4,655225
0,41,0,655420
21,41,1,655420
0,41,0,655670
21,41,1,655670
0,41,0,655920
21,41,1,655920
0,41,0,656170
21,41,1,656170
53,129,3,656192
100,129,4,656192
0,35,0,656420
21,35,1,656420
0,35,0,656670
21,35,1,656670
2598,0,5,656670
31,0,2,656670
0,35,0,656920
21,35,1,656920
0,35,0,657170
21,35,1,657170
0,35,0,657420
21,35,1,657420
53,5,3,657447
100,5,4,657447
0,31,0,657670
21,31,1,657670
0,31,0,657920
21,31,1,657920
0,31,0,658170
21,31,1,658170
53,1,3,658314
99,1,4,658314
0,31,0,658420
21,31,1,658420
0,31,0,658670
21,31,1,658670
2598,0,5,658670
31,0,2,658670
0,34,0,658920
21,34,1,658920
0,34,0,659170
21,34,1,659170
53,129,3,659231
99,129,4,659231
0,34,0,659420
21,34,1,659420
0,34,0,659670
21,34,1,659670
0,34,0,659920
21,34,1,659920
0,35,0,660170
21,35,1,660170
0,35,0,660420
21,35,1,660420
53,129,3,660460
99,129,4,660460
0,35,0,660670
21,35,1,660670
2598,0,5,660670
31,0,2,660670
0,35,0,660920
21,35,1,660920
0,35,0,661170
21,35,1,661170
53,5,3,661279
99,5,4,661279
0,28,0,661420
21,28,1,661420
0,28,0,661670
21,28,1,661670
0,28,0,661920
21,28,1,661920
0,28,0,662170
21,28,1,662170
53,1,3,662213
100,1,4,662213
0,28,0,662420
21,28,1,662420
1,0,6,662420
0,26,0,662670
21,26,1,662670
2598,0,5,662670
31,0,2,662670
0,26,0,662920
21,26,1,662920
0,26,0,663170
21,26,1,663170
0,26,0,663420
21,26,1,663420
53,5,3,663440
100,5,4,663440
0,45,0,663670
21,45,1,663670
0,45,0,663920
21,45,1,663920
0,45,0,664170
21,45,1,664170
53,129,3,664269
100,129,4,664269
0,45,0,664420
21,45,1,664420
0,45,0,664670
21,45,1,664670
2598,0,5,664670
31,0,2,664670
0,35,0,664920
21,35,1,664920
0,35,0,665170
21,35,1,665170
53,129,3,665252
100,129,4,665252
0,35,0,665420
21,35,1,665420
0,35,0,665670
21,35,1,665670
0,35,0,665920
21,35,1,665920
0,27,0,666170
21,27,1,666170
0,27,0,666420
21,27,1,666420
53,1,3,666441
100,1,4,666441
0,27,0,666670
21,27,1,666670
2598,0,5,666670
31,0,2,666670
0,27,0,666920
21,27,1,666920
0,27,0,667170
21,27,1,667170
53,1,3,667296
100,1,4,667296
0,30,0,667420
21,30,1,667420
0,30,0,667670
21,30,1,667670
0,30,0,667920
21,30,1,667920
0,30,0,668170
21,30,1,668170
53,1,3,668201
100,1,4,668201
0,30,0,668420
21,30,1,668420
0,28,0,668670
21,28,1,668670
2598,0,5,668670
31,0,2,668670
0,28,0,668920
21,28,1,668920
0,28,0,669170
21,28,1,669170
0,28,0,669420
21,28,1,669420
53,129,3,669442
100,129,4,669442
0,39,0,669670
21,39,1,669670
0,39,0,669920
21,39,1,669920
0,39,0,670170
21,39,1,670170
53,129,3,670326
100,129,4,670326
0,39,0,670420
21,39,1,670420
0,39,0,670670
21,39,1,670670
2598,0,5,670670
31,0,2,670670
0,33,0,670920
21,33,1,670920
0,33,0,671170
21,33,1,671170
53,5,3,671218
99,5,4,671218
0,33,0,671420
21,33,1,671420
0,33,0,671670
21,33,1,671670
0,33,0,671920
21,33,1,671920
0,49,0,672170
21,49,1,672170
0,49,0,672420
21,49,1,672420
53,129,3,672476
99,129,4,672476
0,49,0,672670
21,49,1,672670
2597,0,5,672670
31,0,2,672670
0,49,0,672920
21,49,1,672920
0,49,0,673170
21,49,1,673170
53,129,3,673304
98,129,4,673304
0,46,0,673420
21,46,1,673420
0,46,0,673670
21,46,1,673670
0,46,0,673920
21,46,1,673920
0,46,0,674170
21,46,1,674170
53,129,3,674228
98,129,4,674228
0,46,0,674420
21,46,1,674420
0,44,0,674670
21,44,1,674670
2597,0,5,674670
31,0,2,674670
0,44,0,674920
21,44,1,674920
0,44,0,675170
21,44,1,675170
0,44,0,675420
21,44,1,675420
53,1,3,675448
98,1,4,675448
0,37,0,675670
21,37,1,675670
0,37,0,675920
21,37,1,675920
0,37,0,676170
21,37,1,676170
53,129,3,676318
98,129,4,676318
0,37,0,676420
21,37,1,676420
0,37,0,676670
21,37,1,676670
2597,0,5,676670
31,0,2,676670
0,34,0,676920
21,34,1,676920
0,34,0,677170
21,34,1,677170
53,1,3,677206
98,1,4,677206
0,34,0,677420
21,34,1,677420
0,34,0,677670
21,34,1,677670
0,34,0,677920
21,34,1,677920
0,30,0,678170
21,30,1,678170
0,30,0,678420
21,30,1,678420
53,1,3,678471
98,1,4,678471
0,30,0,678670
21,30,1,678670
2597,0,5,678670
31,0,2,678670
0,30,0,678920
21,30,1,678920
0,30,0,679170
21,30,1,679170
53,5,3,679303
98,5,4,679303
0,30,0,679420
21,30,1,679420
0,30,0,679670
21,30,1,679670
0,30,0,679920
21,30,1,679920
0,30,0,680170
21,30,1,680170
53,1,3,680199
98,1,4,680199
0,30,0,680420
21,30,1,680420
0,33,0,680670
21,33,1,680670
2597,0,5,680670
31,0,2,680670
0,33,0,680920
21,33,1,680920
0,33,0,681170
21,33,1,681170
0,33,0,681420
21,33,1,681420
53,1,3,681476
98,1,4,681476
0,33,0,681670
21,33,1,681670
0,38,0,681920
21,38,1,681920
0,38,0,682170
21,38,1,682170
53,1,3,682320
98,1,4,682320
0,38,0,682420
21,38,1,682420
0,38,0,682670
21,38,1,682670
2597,0,5,682670
31,0,2,682670
0,33,0,682920
21,33,1,682920
0,33,0,683170
21,33,1,683170
53,129,3,683241
98,129,4,683241
0,33,0,683420
21,33,1,683420
0,33,0,683670
21,33,1,683670
0,33,0,683920
21,33,1,683920
0,26,0,684170
21,26,1,684170
0,26,0,684420
21,26,1,684420
53,129,3,684468
98,129,4,684468
0,26,0,684670
21,26,1,684670
2597,0,5,684670
31,0,2,684670
0,26,0,684920
21,26,1,684920
0,26,0,685170
21,26,1,685170
52,129,3,685315
98,129,4,685315
0,26,0,685420
21,26,1,685420
0,26,0,685670
21,26,1,685670
0,26,0,685920
21,26,1,685920
0,26,0,686170
21,26,1,686170
52,129,3,686236
98,129,4,686236
0,26,0,686420
21,26,1,686420
0,30,0,686670
21,30,1,686670
2597,0,5,686670
31,0,2,686670
0,30,0,686920
21,30,1,686920
0,30,0,687170
21,30,1,687170
0,30,0,687420
21,30,1,687420
52,5,3,687440
98,5,4,687440
0,30,0,687670
21,30,1,687670
0,35,0,687920
21,35,1,687920
0,35,0,688170
21,35,1,688170
52,129,3,688346
98,129,4,688346
0,35,0,688420
21,35,1,688420
0,35,0,688670
21,35,1,688670
2597,0,5,688670
31,0,2,688670
0,38,0,688920
21,38,1,688920
0,38,0,689170
21,38,1,689170
52,129,3,689220
98,129,4,689220
0,38,0,689420
21,38,1,689420
0,38,0,689670
21,38,1,689670
0,38,0,689920
21,38,1,689920
0,29,0,690170
21,29,1,690170
52,1,3,690222
98,1,4,690222
0,29,0,690420
21,29,1,690420
0,29,0,690670
21,29,1,690670
2597,0,5,690670
31,0,2,690670
0,29,0,690920
21,29,1,690920
0,29,0,691170
21,29,1,691170
52,1,3,691361
98,1,4,691361
0,35,0,691420
21,35,1,691420
0,35,0,691670
21,35,1,691670
0,35,0,691920
21,35,1,691920
0,35,0,692170
21,35,1,692170
52,1,3,692243
98,1,4,692243
0,35,0,692420
21,35,1,692420
0,33,0,692670
21,33,1,692670
2597,0,5,692670
31,0,2,692670
0,33,0,692920
21,33,1,692920
0,33,0,693170
21,33,1,693170
52,1,3,693218
98,1,4,693218
0,33,0,693420
21,33,1,693420
0,33,0,693670
21,33,1,693670
0,33,0,693920
21,33,1,693920
0,33,0,694170
21,33,1,694170
0,33,0,694420
21,33,1,694420
52,1,3,694464
98,1,4,694464
0,33,0,694670
21,33,1,694670
2597,0,5,694670
31,0,2,694670
0,40,0,694920
21,40,1,694920
0,40,0,695170
21,40,1,695170
52,1,3,695252
98,1,4,695252
0,40,0,695420
21,40,1,695420
0,40,0,695670
21,40,1,695670
0,40,0,695920
21,40,1,695920
0,36,0,696170
21,36,1,696170
52,129,3,696209
98,129,4,696209
0,36,0,696420
21,36,1,696420
0,36,0,696670
21,36,1,696670
2597,0,5,696670
31,0,2,696670
0,36,0,696920
21,36,1,696920
0,36,0,697170
21,36,1,697170
0,24,0,697420
21,24,1,697420
52,33,3,697466
98,33,4,697466
0,24,0,697670
21,24,1,697670
0,24,0,697920
21,24,1,697920
0,24,0,698170
21,24,1,698170
52,33,3,698260
98,33,4,698260
0,24,0,698420
21,24,1,698420
0,29,0,698670
21,29,1,698670
2597,0,5,698670
31,0,2,698670
0,29,0,698920
21,29,1,698920
0,29,0,699170
21,29,1,699170
52,33,3,699217
98,33,4,699217
0,29,0,699420
21,29,1,699420
0,29,0,699670
21,29,1,699670
0,27,0,699920
21,27,1,699920
0,27,0,700170
21,27,1,700170
0,27,0,700420
21,27,1,700420
52,33,3,700464
98,33,4,700464
0,27,0,700670
21,27,1,700670
2597,0,5,700670
31,0,2,700670
0,27,0,700920
21,27,1,700920
0,34,0,701170
21,34,1,701170
52,33,3,701280
98,33,4,701280
0,34,0,701420
21,34,1,701420
0,34,0,701670
21,34,1,701670
0,34,0,701920
21,34,1,701920
0,30,0,702170
21,30,1,702170
52,33,3,702178
98,33,4,702178
0,30,0,702420
21,30,1,702420
0,30,0,702670
21,30,1,702670
2597,0,5,702670
31,0,2,702670
0,30,0,702920
21,30,1,702920
0,30,0,703170
21,30,1,703170
0,28,0,703420
21,28,1,703420
52,33,3,703467
98,33,4,703467
0,28,0,703670
21,28,1,703670
0,28,0,703920
21,28,1,703920
0,28,0,704170
21,28,1,704170
52,33,3,704295
98,33,4,704295
0,28,0,704420
21,28,1,704420
0,34,0,704670
21,34,1,704670
2597,0,5,704670
31,0,2,704670
0,34,0,704920
21,34,1,704920
0,34,0,705170
21,34,1,705170
52,33,3,705236
98,33,4,705236
0,34,0,705420
21,34,1,705420
0,34,0,705670
21,34,1,705670
0,28,0,705920
21,28,1,705920
0,28,0,706170
21,28,1,706170
0,28,0,706420
21,28,1,706420
52,33,3,706479
98,33,4,706479
0,28,0,706670
21,28,1,706670
2597,0,5,706670
31,0,2,706670
0,28,0,706920
21,28,1,706920
0,44,0,707170
21,44,1,707170
52,33,3,707295
98,33,4,707295
0,44,0,707420
21,44,1,707420
0,44,0,707670
21,44,1,707670
0,44,0,707920
21,44,1,707920
0,39,0,708170
21,39,1,708170
52,33,3,708217
98,33,4,708217
0,39,0,708420
21,39,1,708420
0,39,0,708670
21,39,1,708670
2597,0,5,708670
31,0,2,708670
0,39,0,708920
21,39,1,708920
0,39,0,709170
21,39,1,709170
0,23,0,709420
21,23,1,709420
52,33,3,709465
98,33,4,709465
0,23,0,709670
21,23,1,709670
0,23,0,709920
21,23,1,709920
0,23,0,710170
21,23,1,710170
52,129,3,710301
99,129,4,710301
0,23,0,710420
21,23,1,710420
0,27,0,710670
21,27,1,710670
2597,0,5,710670
31,0,2,710670
0,27,0,710920
21,27,1,710920
0,27,0,711170
21,27,1,711170
51,129,3,711221
99,129,4,711221
0,27,0,711420
21,27,1,711420
0,27,0,711670
21,27,1,711670
0,41,0,711920
21,41,1,711920
0,41,0,712170
21,41,1,712170
0,41,0,712420
21,41,1,712420
51,129,3,712467
99,129,4,712467
0,41,0,712670
21,41,1,712670
2597,0,5,712670
31,0,2,712670
0,41,0,712920
21,41,1,712920
0,39,0,713170
21,39,1,713170
50,5,3,713303
100,5,4,713303
0,39,0,713420
21,39,1,713420
0,39,0,713670
21,39,1,713670
0,39,0,713920
21,39,1,713920
0,31,0,714170
21,31,1,714170
50,129,3,714221
100,129,4,714221
0,31,0,714420
21,31,1,714420
0,31,0,714670
21,31,1,714670
2597,0,5,714670
31,0,2,714670
0,31,0,714920
21,31,1,714920
0,31,0,715170
